Year,Country Code,Region or country,Occurence,Observation
2017,W92000004,Wales,Fatal collisions,10
2017,S92000003,Scotland,Fatal collisions,10
2017,K02000001,Great Britain,Fatal collisions,220
2016,E12000001,North East,Fatal collisions,10
2016,E12000002,North West,Fatal collisions,20
2016,E12000003,Yorkshire and Humberside,Fatal collisions,20
2016,E12000004,East Midlands,Fatal collisions,20
2016,E12000005,West Midlands,Fatal collisions,20
2016,E12000006,Eastern,Fatal collisions,20
2016,E12000007,South East,Fatal collisions,40
2016,E12000008,London,Fatal collisions,10
2016,E12000009,South West,Fatal collisions,20
2016,E92000001,England,Fatal collisions,170
2016,W92000004,Wales,Fatal collisions,20
2016,S92000003,Scotland,Fatal collisions,30
2016,K02000001,Great Britain,Fatal collisions,220
2015,E12000001,North East,Fatal collisions,10
2015,E12000002,North West,Fatal collisions,20
2015,E12000003,Yorkshire and Humberside,Fatal collisions,20
2015,E12000004,East Midlands,Fatal collisions,20
2015,E12000005,West Midlands,Fatal collisions,20
2015,E12000006,Eastern,Fatal collisions,30
2015,E12000007,South East,Fatal collisions,20
2015,E12000008,London,Fatal collisions,0
2015,E12000009,South West,Fatal collisions,20
2015,E92000001,England,Fatal collisions,150
2015,W92000004,Wales,Fatal collisions,10
2015,S92000003,Scotland,Fatal collisions,20
2015,K02000001,Great Britain,Fatal collisions,170
2014,E12000001,North East,Fatal collisions,10
2014,E12000002,North West,Fatal collisions,10
2014,E12000003,Yorkshire and Humberside,Fatal collisions,20
2014,E12000004,East Midlands,Fatal collisions,20
2014,E12000005,West Midlands,Fatal collisions,20
2014,E12000006,Eastern,Fatal collisions,30
2014,E12000007,South East,Fatal collisions,30
2014,E12000008,London,Fatal collisions,0
2014,E12000009,South West,Fatal collisions,30
2014,E92000001,England,Fatal collisions,190
2014,W92000004,Wales,Fatal collisions,10
2014,S92000003,Scotland,Fatal collisions,20
2014,K02000001,Great Britain,Fatal collisions,220
2013,E12000001,North East,Fatal collisions,20
2013,E12000002,North West,Fatal collisions,30
2013,E12000003,Yorkshire and Humberside,Fatal collisions,30
2013,E12000004,East Midlands,Fatal collisions,20
2013,E12000005,West Midlands,Fatal collisions,20
2013,E12000006,Eastern,Fatal collisions,30
2013,E12000007,South East,Fatal collisions,30
2013,E12000008,London,Fatal collisions,10
2013,E12000009,South West,Fatal collisions,20
2013,E92000001,England,Fatal collisions,200
2013,W92000004,Wales,Fatal collisions,10
2013,S92000003,Scotland,Fatal collisions,10
2013,K02000001,Great Britain,Fatal collisions,230
2012,E12000001,North East,Fatal collisions,10
2012,E12000002,North West,Fatal collisions,20
2012,E12000003,Yorkshire and Humberside,Fatal collisions,20
2012,E12000004,East Midlands,Fatal collisions,20
2012,E12000005,West Midlands,Fatal collisions,30
2012,E12000006,Eastern,Fatal collisions,20
2012,E12000007,South East,Fatal collisions,30
2012,E12000008,London,Fatal collisions,10
2012,E12000009,South West,Fatal collisions,30
2012,E92000001,England,Fatal collisions,190
2012,W92000004,Wales,Fatal collisions,10
2012,S92000003,Scotland,Fatal collisions,10
2012,K02000001,Great Britain,Fatal collisions,210
2011,E12000001,North East,Fatal collisions,0
2011,E12000002,North West,Fatal collisions,30
2011,E12000003,Yorkshire and Humberside,Fatal collisions,20
2011,E12000004,East Midlands,Fatal collisions,20
2011,E12000005,West Midlands,Fatal collisions,20
2011,E12000006,Eastern,Fatal collisions,20
2011,E12000007,South East,Fatal collisions,40
2011,E12000008,London,Fatal collisions,10
2011,E12000009,South West,Fatal collisions,20
2011,E92000001,England,Fatal collisions,190
2011,W92000004,Wales,Fatal collisions,10
2011,S92000003,Scotland,Fatal collisions,10
2011,K02000001,Great Britain,Fatal collisions,220
2010,E12000001,North East,Fatal collisions,10
2010,E12000002,North West,Fatal collisions,30
2010,E12000003,Yorkshire and Humberside,Fatal collisions,20
2010,E12000004,East Midlands,Fatal collisions,20
2010,E12000005,West Midlands,Fatal collisions,10
2010,E12000006,Eastern,Fatal collisions,20
2010,E12000007,South East,Fatal collisions,50
2010,E12000008,London,Fatal collisions,10
2010,E12000009,South West,Fatal collisions,30
2010,E92000001,England,Fatal collisions,190
2010,W92000004,Wales,Fatal collisions,10
2010,S92000003,Scotland,Fatal collisions,10
2010,K02000001,Great Britain,Fatal collisions,220
2021,E12000001,North East,Serious collisions (unadjusted) ,40
2021,E12000002,North West,Serious collisions (unadjusted) ,110
2021,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,140
2021,E12000004,East Midlands,Serious collisions (unadjusted) ,100
2021,E12000005,West Midlands,Serious collisions (unadjusted) ,90
2021,E12000006,Eastern,Serious collisions (unadjusted) ,140
2021,E12000007,South East,Serious collisions (unadjusted) ,200
2021,E12000008,London,Serious collisions (unadjusted) ,110
2021,E12000009,South West,Serious collisions (unadjusted) ,110
2021,E92000001,England,Serious collisions (unadjusted) ,1040
2021,W92000004,Wales,Serious collisions (unadjusted) ,60
2021,S92000003,Scotland,Serious collisions (unadjusted) ,60
2021,K02000001,Great Britain,Serious collisions (unadjusted) ,1160
2020,E12000001,North East,Serious collisions (unadjusted) ,40
2020,E12000002,North West,Serious collisions (unadjusted) ,100
2020,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,110
2020,E12000004,East Midlands,Serious collisions (unadjusted) ,90
2020,E12000005,West Midlands,Serious collisions (unadjusted) ,80
2020,E12000006,Eastern,Serious collisions (unadjusted) ,110
2020,E12000007,South East,Serious collisions (unadjusted) ,170
2020,E12000008,London,Serious collisions (unadjusted) ,90
2020,E12000009,South West,Serious collisions (unadjusted) ,80
2020,E92000001,England,Serious collisions (unadjusted) ,860
2020,W92000004,Wales,Serious collisions (unadjusted) ,50
2020,S92000003,Scotland,Serious collisions (unadjusted) ,50
2020,K02000001,Great Britain,Serious collisions (unadjusted) ,960
2019,E12000001,North East,Serious collisions (unadjusted) ,50
2019,E12000002,North West,Serious collisions (unadjusted) ,140
2019,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,120
2019,E12000004,East Midlands,Serious collisions (unadjusted) ,120
2019,E12000005,West Midlands,Serious collisions (unadjusted) ,110
2019,E12000006,Eastern,Serious collisions (unadjusted) ,130
2019,E12000007,South East,Serious collisions (unadjusted) ,220
2019,E12000008,London,Serious collisions (unadjusted) ,120
2019,E12000009,South West,Serious collisions (unadjusted) ,110
2019,E92000001,England,Serious collisions (unadjusted) ,1100
2019,W92000004,Wales,Serious collisions (unadjusted) ,70
2019,S92000003,Scotland,Serious collisions (unadjusted) ,70
2019,K02000001,Great Britain,Serious collisions (unadjusted) ,1240
2018,E12000001,North East,Serious collisions (unadjusted) ,60
2018,E12000002,North West,Serious collisions (unadjusted) ,110
2018,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,120
2018,E12000004,East Midlands,Serious collisions (unadjusted) ,110
2018,E12000005,West Midlands,Serious collisions (unadjusted) ,60
2018,E12000006,Eastern,Serious collisions (unadjusted) ,110
2018,E12000007,South East,Serious collisions (unadjusted) ,200
2018,E12000008,London,Serious collisions (unadjusted) ,120
2018,E12000009,South West,Serious collisions (unadjusted) ,90
2018,E92000001,England,Serious collisions (unadjusted) ,970
2018,W92000004,Wales,Serious collisions (unadjusted) ,60
2018,S92000003,Scotland,Serious collisions (unadjusted) ,60
2018,K02000001,Great Britain,Serious collisions (unadjusted) ,1090
2017,E12000001,North East,Serious collisions (unadjusted) ,40
2017,E12000002,North West,Serious collisions (unadjusted) ,110
2017,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,120
2017,E12000004,East Midlands,Serious collisions (unadjusted) ,90
2017,E12000005,West Midlands,Serious collisions (unadjusted) ,90
2017,E12000006,Eastern,Serious collisions (unadjusted) ,140
2017,E12000007,South East,Serious collisions (unadjusted) ,160
2017,E12000008,London,Serious collisions (unadjusted) ,110
2017,E12000009,South West,Serious collisions (unadjusted) ,100
2017,E92000001,England,Serious collisions (unadjusted) ,970
2017,W92000004,Wales,Serious collisions (unadjusted) ,60
2017,S92000003,Scotland,Serious collisions (unadjusted) ,60
2017,K02000001,Great Britain,Serious collisions (unadjusted) ,1080
2016,E12000001,North East,Serious collisions (unadjusted) ,50
2016,E12000002,North West,Serious collisions (unadjusted) ,110
2016,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,100
2016,E12000004,East Midlands,Serious collisions (unadjusted) ,80
2016,E12000005,West Midlands,Serious collisions (unadjusted) ,90
2016,E12000006,Eastern,Serious collisions (unadjusted) ,130
2016,E12000007,South East,Serious collisions (unadjusted) ,180
2016,E12000008,London,Serious collisions (unadjusted) ,40
2016,E12000009,South West,Serious collisions (unadjusted) ,90
2016,E92000001,England,Serious collisions (unadjusted) ,870
2016,W92000004,Wales,Serious collisions (unadjusted) ,50
2016,S92000003,Scotland,Serious collisions (unadjusted) ,60
2016,K02000001,Great Britain,Serious collisions (unadjusted) ,980
2015,E12000001,North East,Serious collisions (unadjusted) ,40
2015,E12000002,North West,Serious collisions (unadjusted) ,110
2015,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,90
2015,E12000004,East Midlands,Serious collisions (unadjusted) ,90
2015,E12000005,West Midlands,Serious collisions (unadjusted) ,80
2015,E12000006,Eastern,Serious collisions (unadjusted) ,90
2015,E12000007,South East,Serious collisions (unadjusted) ,180
2015,E12000008,London,Serious collisions (unadjusted) ,50
2015,E12000009,South West,Serious collisions (unadjusted) ,100
2015,E92000001,England,Serious collisions (unadjusted) ,820
2015,W92000004,Wales,Serious collisions (unadjusted) ,70
2015,S92000003,Scotland,Serious collisions (unadjusted) ,70
2015,K02000001,Great Britain,Serious collisions (unadjusted) ,970
2014,E12000001,North East,Serious collisions (unadjusted) ,30
2014,E12000002,North West,Serious collisions (unadjusted) ,120
2014,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,100
2014,E12000004,East Midlands,Serious collisions (unadjusted) ,90
2014,E12000005,West Midlands,Serious collisions (unadjusted) ,70
2014,E12000006,Eastern,Serious collisions (unadjusted) ,90
2014,E12000007,South East,Serious collisions (unadjusted) ,160
2014,E12000008,London,Serious collisions (unadjusted) ,30
2014,E12000009,South West,Serious collisions (unadjusted) ,80
2014,E92000001,England,Serious collisions (unadjusted) ,770
2014,W92000004,Wales,Serious collisions (unadjusted) ,50
2014,S92000003,Scotland,Serious collisions (unadjusted) ,50
2014,K02000001,Great Britain,Serious collisions (unadjusted) ,870
2013,E12000001,North East,Serious collisions (unadjusted) ,30
2013,E12000002,North West,Serious collisions (unadjusted) ,110
2013,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,120
2013,E12000004,East Midlands,Serious collisions (unadjusted) ,80
2013,E12000005,West Midlands,Serious collisions (unadjusted) ,60
2013,E12000006,Eastern,Serious collisions (unadjusted) ,100
2013,E12000007,South East,Serious collisions (unadjusted) ,140
2013,E12000008,London,Serious collisions (unadjusted) ,40
2013,E12000009,South West,Serious collisions (unadjusted) ,80
2013,E92000001,England,Serious collisions (unadjusted) ,760
2013,W92000004,Wales,Serious collisions (unadjusted) ,60
2013,S92000003,Scotland,Serious collisions (unadjusted) ,50
2013,K02000001,Great Britain,Serious collisions (unadjusted) ,870
2012,E12000001,North East,Serious collisions (unadjusted) ,30
2012,E12000002,North West,Serious collisions (unadjusted) ,120
2012,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,100
2012,E12000004,East Midlands,Serious collisions (unadjusted) ,100
2012,E12000005,West Midlands,Serious collisions (unadjusted) ,90
2012,E12000006,Eastern,Serious collisions (unadjusted) ,100
2012,E12000007,South East,Serious collisions (unadjusted) ,140
2012,E12000008,London,Serious collisions (unadjusted) ,50
2012,E12000009,South West,Serious collisions (unadjusted) ,80
2012,E92000001,England,Serious collisions (unadjusted) ,820
2012,W92000004,Wales,Serious collisions (unadjusted) ,50
2012,S92000003,Scotland,Serious collisions (unadjusted) ,90
2012,K02000001,Great Britain,Serious collisions (unadjusted) ,960
2011,E12000001,North East,Serious collisions (unadjusted) ,40
2011,E12000002,North West,Serious collisions (unadjusted) ,130
2011,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,110
2011,E12000004,East Midlands,Serious collisions (unadjusted) ,100
2011,E12000005,West Midlands,Serious collisions (unadjusted) ,90
2011,E12000006,Eastern,Serious collisions (unadjusted) ,120
2011,E12000007,South East,Serious collisions (unadjusted) ,170
2011,E12000008,London,Serious collisions (unadjusted) ,50
2011,E12000009,South West,Serious collisions (unadjusted) ,80
2011,E92000001,England,Serious collisions (unadjusted) ,910
2011,W92000004,Wales,Serious collisions (unadjusted) ,60
2011,S92000003,Scotland,Serious collisions (unadjusted) ,70
2011,K02000001,Great Britain,Serious collisions (unadjusted) ,1040
2010,E12000001,North East,Serious collisions (unadjusted) ,50
2010,E12000002,North West,Serious collisions (unadjusted) ,120
2010,E12000003,Yorkshire and Humberside,Serious collisions (unadjusted) ,90
2010,E12000004,East Midlands,Serious collisions (unadjusted) ,100
2010,E12000005,West Midlands,Serious collisions (unadjusted) ,90
2010,E12000006,Eastern,Serious collisions (unadjusted) ,130
2010,E12000007,South East,Serious collisions (unadjusted) ,150
2010,E12000008,London,Serious collisions (unadjusted) ,40
2010,E12000009,South West,Serious collisions (unadjusted) ,80
2010,E92000001,England,Serious collisions (unadjusted) ,850
2010,W92000004,Wales,Serious collisions (unadjusted) ,50
2010,S92000003,Scotland,Serious collisions (unadjusted) ,80
2010,K02000001,Great Britain,Serious collisions (unadjusted) ,990
2021,E12000001,North East,Serious collisions (adjusted),40
2021,E12000002,North West,Serious collisions (adjusted),130
2021,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),150
2021,E12000004,East Midlands,Serious collisions (adjusted),140
2021,E12000005,West Midlands,Serious collisions (adjusted),90
2021,E12000006,Eastern,Serious collisions (adjusted),140
2021,E12000007,South East,Serious collisions (adjusted),230
2021,E12000008,London,Serious collisions (adjusted),110
2021,E12000009,South West,Serious collisions (adjusted),130
2021,E92000001,England,Serious collisions (adjusted),1160
2021,W92000004,Wales,Serious collisions (adjusted),80
2021,S92000003,Scotland,Serious collisions (adjusted),60
2021,K02000001,Great Britain,Serious collisions (adjusted),1290
2020,E12000001,North East,Serious collisions (adjusted),40
2020,E12000002,North West,Serious collisions (adjusted),120
2020,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),120
2020,E12000004,East Midlands,Serious collisions (adjusted),130
2020,E12000005,West Midlands,Serious collisions (adjusted),80
2020,E12000006,Eastern,Serious collisions (adjusted),110
2020,E12000007,South East,Serious collisions (adjusted),200
2020,E12000008,London,Serious collisions (adjusted),90
2020,E12000009,South West,Serious collisions (adjusted),90
2020,E92000001,England,Serious collisions (adjusted),970
2020,W92000004,Wales,Serious collisions (adjusted),70
2020,S92000003,Scotland,Serious collisions (adjusted),60
2020,K02000001,Great Britain,Serious collisions (adjusted),1100
2019,E12000001,North East,Serious collisions (adjusted),50
2019,E12000002,North West,Serious collisions (adjusted),170
2019,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),140
2019,E12000004,East Midlands,Serious collisions (adjusted),160
2019,E12000005,West Midlands,Serious collisions (adjusted),110
2019,E12000006,Eastern,Serious collisions (adjusted),130
2019,E12000007,South East,Serious collisions (adjusted),250
2019,E12000008,London,Serious collisions (adjusted),120
2019,E12000009,South West,Serious collisions (adjusted),130
2019,E92000001,England,Serious collisions (adjusted),1250
2019,W92000004,Wales,Serious collisions (adjusted),90
2019,S92000003,Scotland,Serious collisions (adjusted),90
2019,K02000001,Great Britain,Serious collisions (adjusted),1430
2018,E12000001,North East,Serious collisions (adjusted),60
2018,E12000002,North West,Serious collisions (adjusted),160
2018,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),140
2018,E12000004,East Midlands,Serious collisions (adjusted),150
2018,E12000005,West Midlands,Serious collisions (adjusted),60
2018,E12000006,Eastern,Serious collisions (adjusted),110
2018,E12000007,South East,Serious collisions (adjusted),240
2018,E12000008,London,Serious collisions (adjusted),120
2018,E12000009,South West,Serious collisions (adjusted),110
2018,E92000001,England,Serious collisions (adjusted),1140
2018,W92000004,Wales,Serious collisions (adjusted),70
2018,S92000003,Scotland,Serious collisions (adjusted),100
2018,K02000001,Great Britain,Serious collisions (adjusted),1310
2017,E12000001,North East,Serious collisions (adjusted),40
2017,E12000002,North West,Serious collisions (adjusted),150
2017,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),140
2017,E12000004,East Midlands,Serious collisions (adjusted),120
2017,E12000005,West Midlands,Serious collisions (adjusted),90
2017,E12000006,Eastern,Serious collisions (adjusted),140
2017,E12000007,South East,Serious collisions (adjusted),200
2017,E12000008,London,Serious collisions (adjusted),110
2017,E12000009,South West,Serious collisions (adjusted),120
2017,E92000001,England,Serious collisions (adjusted),1120
2017,W92000004,Wales,Serious collisions (adjusted),70
2017,S92000003,Scotland,Serious collisions (adjusted),100
2017,K02000001,Great Britain,Serious collisions (adjusted),1290
2016,E12000001,North East,Serious collisions (adjusted),50
2016,E12000002,North West,Serious collisions (adjusted),150
2016,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),120
2016,E12000004,East Midlands,Serious collisions (adjusted),120
2016,E12000005,West Midlands,Serious collisions (adjusted),90
2016,E12000006,Eastern,Serious collisions (adjusted),130
2016,E12000007,South East,Serious collisions (adjusted),220
2016,E12000008,London,Serious collisions (adjusted),60
2016,E12000009,South West,Serious collisions (adjusted),120
2016,E92000001,England,Serious collisions (adjusted),1060
2016,W92000004,Wales,Serious collisions (adjusted),70
2016,S92000003,Scotland,Serious collisions (adjusted),120
2016,K02000001,Great Britain,Serious collisions (adjusted),1260
2015,E12000001,North East,Serious collisions (adjusted),50
2015,E12000002,North West,Serious collisions (adjusted),160
2015,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),130
2015,E12000004,East Midlands,Serious collisions (adjusted),130
2015,E12000005,West Midlands,Serious collisions (adjusted),100
2015,E12000006,Eastern,Serious collisions (adjusted),120
2015,E12000007,South East,Serious collisions (adjusted),230
2015,E12000008,London,Serious collisions (adjusted),70
2015,E12000009,South West,Serious collisions (adjusted),120
2015,E92000001,England,Serious collisions (adjusted),1110
2015,W92000004,Wales,Serious collisions (adjusted),90
2015,S92000003,Scotland,Serious collisions (adjusted),120
2015,K02000001,Great Britain,Serious collisions (adjusted),1320
2014,E12000001,North East,Serious collisions (adjusted),40
2014,E12000002,North West,Serious collisions (adjusted),170
2014,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),130
2014,E12000004,East Midlands,Serious collisions (adjusted),130
2014,E12000005,West Midlands,Serious collisions (adjusted),110
2014,E12000006,Eastern,Serious collisions (adjusted),120
2014,E12000007,South East,Serious collisions (adjusted),210
2014,E12000008,London,Serious collisions (adjusted),50
2014,E12000009,South West,Serious collisions (adjusted),100
2014,E92000001,England,Serious collisions (adjusted),1070
2014,W92000004,Wales,Serious collisions (adjusted),80
2014,S92000003,Scotland,Serious collisions (adjusted),100
2014,K02000001,Great Britain,Serious collisions (adjusted),1250
2013,E12000001,North East,Serious collisions (adjusted),40
2013,E12000002,North West,Serious collisions (adjusted),170
2013,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),160
2013,E12000004,East Midlands,Serious collisions (adjusted),120
2013,E12000005,West Midlands,Serious collisions (adjusted),90
2013,E12000006,Eastern,Serious collisions (adjusted),140
2013,E12000007,South East,Serious collisions (adjusted),190
2013,E12000008,London,Serious collisions (adjusted),60
2013,E12000009,South West,Serious collisions (adjusted),100
2013,E92000001,England,Serious collisions (adjusted),1070
2013,W92000004,Wales,Serious collisions (adjusted),80
2013,S92000003,Scotland,Serious collisions (adjusted),100
2013,K02000001,Great Britain,Serious collisions (adjusted),1250
2012,E12000001,North East,Serious collisions (adjusted),50
2012,E12000002,North West,Serious collisions (adjusted),180
2012,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),150
2012,E12000004,East Midlands,Serious collisions (adjusted),150
2012,E12000005,West Midlands,Serious collisions (adjusted),120
2012,E12000006,Eastern,Serious collisions (adjusted),140
2012,E12000007,South East,Serious collisions (adjusted),200
2012,E12000008,London,Serious collisions (adjusted),70
2012,E12000009,South West,Serious collisions (adjusted),110
2012,E92000001,England,Serious collisions (adjusted),1170
2012,W92000004,Wales,Serious collisions (adjusted),80
2012,S92000003,Scotland,Serious collisions (adjusted),150
2012,K02000001,Great Britain,Serious collisions (adjusted),1390
2011,E12000001,North East,Serious collisions (adjusted),50
2011,E12000002,North West,Serious collisions (adjusted),190
2011,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),170
2011,E12000004,East Midlands,Serious collisions (adjusted),150
2011,E12000005,West Midlands,Serious collisions (adjusted),140
2011,E12000006,Eastern,Serious collisions (adjusted),160
2011,E12000007,South East,Serious collisions (adjusted),230
2011,E12000008,London,Serious collisions (adjusted),80
2011,E12000009,South West,Serious collisions (adjusted),110
2011,E92000001,England,Serious collisions (adjusted),1280
2011,W92000004,Wales,Serious collisions (adjusted),90
2011,S92000003,Scotland,Serious collisions (adjusted),150
2011,K02000001,Great Britain,Serious collisions (adjusted),1510
2010,E12000001,North East,Serious collisions (adjusted),70
2010,E12000002,North West,Serious collisions (adjusted),180
2010,E12000003,Yorkshire and Humberside,Serious collisions (adjusted),120
2010,E12000004,East Midlands,Serious collisions (adjusted),140
2010,E12000005,West Midlands,Serious collisions (adjusted),130
2010,E12000006,Eastern,Serious collisions (adjusted),170
2010,E12000007,South East,Serious collisions (adjusted),210
2010,E12000008,London,Serious collisions (adjusted),70
2010,E12000009,South West,Serious collisions (adjusted),100
2010,E92000001,England,Serious collisions (adjusted),1180
2010,W92000004,Wales,Serious collisions (adjusted),80
2010,S92000003,Scotland,Serious collisions (adjusted),160
2010,K02000001,Great Britain,Serious collisions (adjusted),1420
2021,E12000001,North East,Slight collisions (unadjusted),80
2021,E12000002,North West,Slight collisions (unadjusted),320
2021,E12000003,Yorkshire and Humberside,Slight collisions (unadjusted),280
2021,E12000004,East Midlands,Slight collisions (unadjusted),340
2021,E12000005,West Midlands,Slight collisions (unadjusted),260
2021,E12000006,Eastern,Slight collisions (unadjusted),370
2021,E12000007,South East,Slight collisions (unadjusted),630
2021,E12000008,London,Slight collisions (unadjusted),400
2021,E12000009,South West,Slight collisions (unadjusted),360
2021,E92000001,England,Slight collisions (unadjusted),3030
2021,W92000004,Wales,Slight collisions (unadjusted),150
2021,S92000003,Scotland,Slight collisions (unadjusted),90
2021,K02000001,Great Britain,Slight collisions (unadjusted),3260
2020,E12000001,North East,Slight collisions (unadjusted),90
2020,E12000002,North West,Slight collisions (unadjusted),300
2020,E12000003,Yorkshire and Humberside,Slight collisions (unadjusted),260
2020,E12000004,East Midlands,Slight collisions (unadjusted),400
2020,E12000005,West Midlands,Slight collisions (unadjusted),290
2020,E12000006,Eastern,Slight collisions (unadjusted),400
2020,E12000007,South East,Slight collisions (unadjusted),680
2020,E12000008,London,Slight collisions (unadjusted),430
2020,E12000009,South West,Slight collisions (unadjusted),320
2020,E92000001,England,Slight collisions (unadjusted),3170
2020,W92000004,Wales,Slight collisions (unadjusted),150
2020,S92000003,Scotland,Slight collisions (unadjusted),120
2020,K02000001,Great Britain,Slight collisions (unadjusted),3440
2019,E12000001,North East,Slight collisions (unadjusted),110
2019,E12000002,North West,Slight collisions (unadjusted),360
2019,E12000003,Yorkshire and Humberside,Slight collisions (unadjusted),280
2019,E12000004,East Midlands,Slight collisions (unadjusted),410
2019,E12000005,West Midlands,Slight collisions (unadjusted),280
2019,E12000006,Eastern,Slight collisions (unadjusted),450
2019,E12000007,South East,Slight collisions (unadjusted),710
2019,E12000008,London,Slight collisions (unadjusted),530
2019,E12000009,South West,Slight collisions (unadjusted),430
2019,E92000001,England,Slight collisions (unadjusted),3550
2019,W92000004,Wales,Slight collisions (unadjusted),200
2019,S92000003,Scotland,Slight collisions (unadjusted),150
2019,K02000001,Great Britain,Slight collisions (unadjusted),3900
2018,E12000001,North East,Slight collisions (unadjusted),160
2018,E12000002,North West,Slight collisions (unadjusted),490
2018,E12000003,Yorkshire and Humberside,Slight collisions (unadjusted),350
2018,E12000004,East Midlands,Slight collisions (unadjusted),440
2018,E12000005,West Midlands,Slight collisions (unadjusted),400
2018,E12000006,Eastern,Slight collisions (unadjusted),500
2018,E12000007,South East,Slight collisions (unadjusted),850
2018,E12000008,London,Slight collisions (unadjusted),630
2018,E12000009,South West,Slight collisions (unadjusted),420
2018,E92000001,England,Slight collisions (unadjusted),4230
2018,W92000004,Wales,Slight collisions (unadjusted),170
2018,S92000003,Scotland,Slight collisions (unadjusted),210
2018,K02000001,Great Britain,Slight collisions (unadjusted),4610
2017,E12000001,North East,Slight collisions (unadjusted),130
2017,E12000002,North West,Slight collisions (unadjusted),440
2017,E12000003,Yorkshire and Humberside,Slight collisions (unadjusted),310
2017,E12000004,East Midlands,Slight collisions (unadjusted),390
2017,E12000005,West Midlands,Slight collisions (unadjusted),380
2017,E12000006,Eastern,Slight collisions (unadjusted),510
